,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,tmdb_ratings,images
899,899,899,899,Chris Wedge,Goran Visnjic,Stephen Root,Denis Leary,Adventure Animation Comedy Family,ice age,7.3,https://m.media-amazon.com/images/M/MV5BMmYxZWY2NzgtYzJjZC00MDFmLTgxZTctMjRiYjdjY2FhODg3XkEyXkFqcGdeQXVyNjk1Njg5NTA@.jpg
900,900,900,900,Lawrence Kasdan,Morgan Freeman,Michael O'Neill,Reece Thompson,Drama Horror Sci-Fi Thriller,dreamcatcher,5.5,"https://m.media-amazon.com/images/M/MV5BMjEzNDk5MTg4NV5BMl5BanBnXkFtZTYwNzI4Mzg2._V1_SY150_CR0,0,101,150_.jpg.jpg"
901,901,901,901,Steven Spielberg,Joseph Gordon-Levitt,Hal Holbrook,Bruce McGill,Biography Drama History War,lincoln,6.8,https://m.media-amazon.com/images/M/MV5BMTQzNzczMDUyNV5BMl5BanBnXkFtZTcwNjM2ODEzOA@@.jpg
902,902,902,902,Lana Wachowski,Keanu Reeves,Marcus Chong,Gloria Foster,Action Sci-Fi,the matrix,8.1,https://m.media-amazon.com/images/M/MV5BNzQzOTk3OTAtNDQ0Zi00ZTVkLWI0MTEtMDllZjNkYzNjNTc4L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@.jpg
903,903,903,903,Ron Howard,Tom Hanks,Miko Hughes,Kathleen Quinlan,Adventure Drama History,apollo 13,7.4,https://m.media-amazon.com/images/M/MV5BNjEzYjJmNzgtNDkwNy00MTQ4LTlmMWMtNzA4YjE2NjI0ZDg4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@.jpg
904,904,904,904,Michael Lembeck,Judge Reinhold,Aisha Tyler,Eric Lloyd,Comedy Family Fantasy,the santa clause 2,5.8,"https://m.media-amazon.com/images/M/MV5BNjU0Njk5MTA2Nl5BMl5BanBnXkFtZTYwODkzMzQ3._V1_SY150_CR0,0,101,150_.jpg.jpg"
905,905,905,905,Tom Hooper,Hugh Jackman,Eddie Redmayne,Anne Hathaway,Drama Musical Romance,les misýýrables,7.8,https://m.media-amazon.com/images/M/MV5BMTQ4NDI3NDg4M15BMl5BanBnXkFtZTcwMjY5OTI1OA@@.jpg
906,906,906,906,Nora Ephron,Tom Hanks,Jean Stapleton,Dave Chappelle,Comedy Drama Romance,you've got mail,6.6,https://m.media-amazon.com/images/M/MV5BZTcxNzgzZjMtYzZiZC00MmE1LTg3MzQtZDAxMTYyZWE4MDNhL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
907,907,907,907,Adam McKay,Will Ferrell,Adam Scott,Andrea Savage,Comedy,step brothers,6.5,https://m.media-amazon.com/images/M/MV5BODViZDg3ZjYtMzhiYS00YTVkLTk4MzktYWUxMTlkYjc1NjdlXkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg
908,908,908,908,Martin Campbell,Anthony Hopkins,Tony Amendola,Stuart Wilson,Action Adventure Comedy Romance Thriller Western,the mask of zorro,6.5,https://m.media-amazon.com/images/M/MV5BMzg4ZjQ4OGUtZjkxMi00Y2I2LWEzNTAtODI2ZjkxMGVjNTQwXkEyXkFqcGdeQXVyNjgxNTAwNjQ@.jpg
909,909,909,909,Todd Phillips,Robert Downey Jr.,RZA,Matt Walsh,Comedy Drama,due date,6.3,https://m.media-amazon.com/images/M/MV5BZGVlZTc5ZjMtZWI4MC00ZmI3LTg0NjAtNDAwYThhMGI0MWI3XkEyXkFqcGdeQXVyNjU2ODI4Nzk@.jpg
910,910,910,910,Angelina Jolie Pitt,Finn Wittrock,Jack O'Connell,Alex Russell,Biography Drama Sport War,unbroken,7.5,https://m.media-amazon.com/images/M/MV5BMTY3ODg2OTgyOF5BMl5BanBnXkFtZTgwODk1OTAwMzE@.jpg
911,911,911,911,Clint Eastwood,Clint Eastwood,Courtney B. Vance,William Devane,Action Adventure Thriller,space cowboys,6.3,"https://m.media-amazon.com/images/M/MV5BMTk4NzAwOTkwMF5BMl5BanBnXkFtZTYwMDM3MTM3._V1_SY150_CR0,0,101,150_.jpg.jpg"
912,912,912,912,Renny Harlin,Sylvester Stallone,Leon,Janine Turner,Action Adventure Thriller,cliffhanger,6.4,https://m.media-amazon.com/images/M/MV5BYWE4MTYxMDYtMTgzNi00NWNjLTk5NjItMmRkNDU3N2FiMTczXkEyXkFqcGdeQXVyMjMwNDgzNjc@.jpg
913,913,913,913,John Woo,Delroy Lindo,Samantha Mathis,Bob Gunton,Action Crime Thriller,broken arrow,6.0,https://m.media-amazon.com/images/M/MV5BYzU2NDg3ZTItNzRmNy00NTQzLTljMDUtNjczOTMwZjEzNWVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
914,914,914,914,Jon Turteltaub,Bruce Willis,Lily Tomlin,Daniel von Bargen,Comedy Family Fantasy,the kid,5.9,https://m.media-amazon.com/images/M/MV5BNTI0NzQxOTMwOF5BMl5BanBnXkFtZTgwMjAxMzg0NzM@.jpg
915,915,915,915,Oliver Stone,Nicolas Cage,Jay Hernandez,Armando Riesco,Drama History Thriller,world trade center,6.1,https://m.media-amazon.com/images/M/MV5BMTIxMzE5ODEwOV5BMl5BanBnXkFtZTcwMzM3MzIzMQ@@.jpg
916,916,916,916,Mike Newell,Julia Roberts,Kirsten Dunst,Marian Seldes,Drama,mona lisa smile,6.9,"https://m.media-amazon.com/images/M/MV5BMTI0NjEwNDgwOV5BMl5BanBnXkFtZTYwOTI1NTA3._V1_SX101_CR0,0,101,150_.jpg.jpg"
917,917,917,917,Larry Charles,Sayed Badreya,Aasif Mandvi,Horatio Sanz,Comedy Romance,the dictator,6.1,https://m.media-amazon.com/images/M/MV5BNTlkOWYzZDYtNzQ1MS00YTNkLTkyYTItMjBmNjgyMDBlMjI4XkEyXkFqcGdeQXVyNTIzOTk5ODM@.jpg
918,918,918,918,Stanley Kubrick,Tom Cruise,Vinessa Shaw,Sydney Pollack,Drama Mystery Thriller,eyes wide shut,7.4,"https://m.media-amazon.com/images/M/MV5BMjA5NTUwNjI1N15BMl5BanBnXkFtZTYwOTE1ODc5._V1_SY150_CR0,0,101,150_.jpg.jpg"
919,919,919,919,Will Gluck,Quvenzhanýý Wallis,Dorian Missick,David Zayas,Comedy Drama Family Musical,annie,6.2,https://m.media-amazon.com/images/M/MV5BYzU2YzA3NTYtNDg3OS00YTg3LThiODctZTQ3MzhkZDVjZDNlXkEyXkFqcGdeQXVyNjc1NTYyMjg@.jpg
920,920,920,920,Glenn Ficarra,Will Smith,Adrian Martinez,Gerald McRaney,Comedy Crime Drama Romance,focus,6.9,https://m.media-amazon.com/images/M/MV5BMTUwODg2OTA4OF5BMl5BanBnXkFtZTgwOTE5MTE4MzE@.jpg
921,921,921,921,McG,Tom Hardy,Abigail Spencer,Warren Christie,Action Comedy Romance,this means war,6.1,https://m.media-amazon.com/images/M/MV5BMTYyOTQ4MDE2MV5BMl5BanBnXkFtZTcwOTE0MTgwNw@@.jpg
922,922,922,922,David S. Goyer,Ryan Reynolds,Natasha Lyonne,John Michael Higgins,Action Adventure Fantasy Horror Sci-Fi Thriller,blade: trinity,5.9,"https://m.media-amazon.com/images/M/MV5BMjE0Nzg2MzI3MF5BMl5BanBnXkFtZTYwMjExODQ3._V1_SY150_CR0,0,101,150_.jpg.jpg"
923,923,923,923,John Milius,Lea Thompson,Jennifer Grey,William Smith,Action Drama War,red dawn,5.6,https://m.media-amazon.com/images/M/MV5BMjI0MDAwMzA1M15BMl5BanBnXkFtZTcwNzIxMjY3OA@@.jpg
924,924,924,924,Mike Nichols,Maura Tierney,Adrian Lester,Paul Guilfoyle,Comedy Drama,primary colors,6.3,https://m.media-amazon.com/images/M/MV5BOTk5OWE1ZWItYWMxZC00Yzc3LTk2YjctZjAzYWViZDk5YjIyXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
925,925,925,925,Paul W.S. Anderson,Milla Jovovich,Boris Kodjoe,Bingbing Li,Action Horror Sci-Fi Thriller,resident evil: retribution,5.7,https://m.media-amazon.com/images/M/MV5BYmY0NjcwMWMtN2MyNC00ZmZjLWEwZTAtM2ExYWE1NDUwNWQyXkEyXkFqcGdeQXVyODE5NzE3OTE@.jpg
926,926,926,926,Paul W.S. Anderson,Jason Statham,Max Ryan,Joan Allen,Action Sci-Fi Thriller,death race,6.2,https://m.media-amazon.com/images/M/MV5BZTA4ODc4YTQtM2YyZS00YTgzLTgyMTAtMTg4Y2Q1YWFmZDYzXkEyXkFqcGdeQXVyNDE5MTU2MDE@.jpg
927,927,927,927,Renny Harlin,Melina Kanakaredes,Craig Bierko,Yvonne Zima,Action Crime Drama Mystery Thriller,the long kiss goodnight,6.6,https://m.media-amazon.com/images/M/MV5BNTkzOWZkN2QtNDJkYy00OTdjLThlNDQtNDg4MjMyMWE5Y2U5XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
928,928,928,928,Taylor Hackford,Pamela Reed,Alun Armstrong,Michael Kitchen,Action Drama Thriller,proof of life,6.1,"https://m.media-amazon.com/images/M/MV5BMTMyODkwNzM3OV5BMl5BanBnXkFtZTYwMTc5Nzc5._V1_SY150_CR0,0,101,150_.jpg.jpg"
929,929,929,929,Jon Favreau,Kristen Stewart,Josh Hutcherson,Jonah Bobo,Action Adventure Comedy Family Fantasy Sci-Fi,zathura: a space adventure,6.3,https://m.media-amazon.com/images/M/MV5BMDc1NzM1OTgtOGYxMS00ZWE1LWEzZWMtNWEyOTI2NDJjOTU2XkEyXkFqcGdeQXVyNjQzNzA2NjM@.jpg
930,930,930,930,David Fincher,Brad Pitt,Meat Loaf,Eugenie Bondurant,Drama,fight club,8.4,https://m.media-amazon.com/images/M/MV5BMmEzNTkxYjQtZTc0MC00YTVjLTg5ZTEtZWMwOWVlYzY0NWIwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg
931,931,931,931,McG,Matthew McConaughey,Kimberly Williams-Paisley,Brian Geraghty,Drama Sport,we are marshall,6.9,https://m.media-amazon.com/images/M/MV5BMTQwNDczNTg5MF5BMl5BanBnXkFtZTcwNDMwMzEzMw@@.jpg
932,932,932,932,Michael Lehmann,Bruce Willis,James Coburn,Richard E. Grant,Action Adventure Comedy,hudson hawk,5.7,https://m.media-amazon.com/images/M/MV5BNzc3OGExYzYtMGE0NS00YmVlLWEzOWQtNTZiMjkxZWMzYzQ1XkEyXkFqcGdeQXVyNTIzOTk5ODM@.jpg
933,933,933,933,Nora Ephron,Michael Rapaport,Michael Moore,Richard Schiff,Comedy Crime,lucky numbers,4.9,https://m.media-amazon.com/images/M/MV5BNDhjZjYyZDMtYWYyOC00ZGNjLWIyMmEtYTViZGQyNjRhMTcyXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
934,934,934,934,Stuart Beattie,Caitlin Stasey,Kevin Grevioux,Miranda Otto,Action Fantasy Sci-Fi Thriller,"i, frankenstein",5.3,https://m.media-amazon.com/images/M/MV5BMjM3Mzk2MDU3N15BMl5BanBnXkFtZTgwMzg1NTI4MDE@.jpg
935,935,935,935,Roman Polanski,Ian McNeice,Barney Clark,Tony Noble,Crime Drama,oliver twist,7.5,https://m.media-amazon.com/images/M/MV5BZWMwZDFiM2EtZmM4Mi00NDBkLTk0OWItOWE3MDk3YmM1MTY0XkEyXkFqcGdeQXVyMTY5Nzc4MDY@.jpg
936,936,936,936,Rob Bowman,Jennifer Garner,Cary-Hiroyuki Tagawa,Goran Visnjic,Action Crime Fantasy Thriller,elektra,5.0,https://m.media-amazon.com/images/M/MV5BMTI3MTUwNzM5MV5BMl5BanBnXkFtZTcwNzczMDIzMw@@.jpg
937,937,937,937,Frank Miller,Joseph Gordon-Levitt,Bruce Willis,Eva Green,Action Crime Thriller,sin city: a dame to kill for,6.3,https://m.media-amazon.com/images/M/MV5BMjA5ODYwNjgxMF5BMl5BanBnXkFtZTgwMTcwNzAyMjE@.jpg
938,938,938,938,Sydney Pollack,Harrison Ford,Kristin Scott Thomas,Bill Cobbs,Drama Mystery Romance,random hearts,5.3,https://m.media-amazon.com/images/M/MV5BYWM1YmRkOWEtNDcyNS00ODE2LTkwNDAtOTA3OTA4ZTVlZTIwL2ltYWdlXkEyXkFqcGdeQXVyNTM3MDMyMDQ@.jpg
939,939,939,939,Baltasar Kormýýkur,Michael Kelly,Martin Henderson,Tom Goodman-Hill,Adventure Biography Drama History Sport Thriller,everest,6.8,https://m.media-amazon.com/images/M/MV5BMTNmMzM0ZTktZWY3Yy00ODViLTllZDgtODcwM2QyM2E2YTU2L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@.jpg
940,940,940,940,Tom Tykwer,Michael Smiley,David Calder,Simon Chandler,Crime Drama Fantasy,perfume: the story of a murderer,7.3,https://m.media-amazon.com/images/M/MV5BM2UxMjZlYjUtNjYxNC00MzljLWE0ZDktMWFlNWYxYmM1MWRhXkEyXkFqcGdeQXVyMDI2NDg0NQ@@.jpg
941,941,941,941,Jay Roach,Verne Troyer,Josh Zuckerman,Robert Wagner,Action Comedy Crime,austin powers in goldmember,6.0,"https://m.media-amazon.com/images/M/MV5BMTI3NTkzODI0MF5BMl5BanBnXkFtZTYwNjc5MTA3._V1_SY150_CR0,0,101,150_.jpg.jpg"
942,942,942,942,David Bowers,Nicolas Cage,Charlize Theron,Dee Bradley Baker,Action Animation Comedy Family Sci-Fi,astro boy,6.3,https://m.media-amazon.com/images/M/MV5BMTI5NTEwNTcxMl5BMl5BanBnXkFtZTcwMDEyMTE4Mg@@.jpg
943,943,943,943,Steven Spielberg,Wayne Knight,Ariana Richards,Bob Peck,Adventure Sci-Fi Thriller,jurassic park,7.9,https://m.media-amazon.com/images/M/MV5BMjM2MDgxMDg0Nl5BMl5BanBnXkFtZTgwNTM2OTM5NDE@.jpg
944,944,944,944,Lawrence Kasdan,Dennis Quaid,Catherine O'Hara,Isabella Rossellini,Adventure Biography Crime Drama Western,wyatt earp,6.7,https://m.media-amazon.com/images/M/MV5BZTY2NDVhZGUtZTY2MC00MTBhLTg4YTQtN2ZiODU4OWM2YTNjXkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg
945,945,945,945,Phillip Noyce,Harrison Ford,Dean Jones,Raymond Cruz,Action Crime Drama Thriller,clear and present danger,6.6,https://m.media-amazon.com/images/M/MV5BNDczOWNiMmEtZjA4MS00NDMzLWExNTktYjc0MGU0YTQ3ZDExXkEyXkFqcGdeQXVyNjU0OTQ0OTY@.jpg
946,946,946,946,Daniel Lee,Si Won Choi,Peng Lin,Sung-jun Yoo,Action Adventure Drama History,dragon blade,6.0,https://m.media-amazon.com/images/M/MV5BMTk0MjgxOTQ5MF5BMl5BanBnXkFtZTgwODA3NTUwNjE@.jpg
947,947,947,947,Keenen Ivory Wayans,Chazz Palminteri,Brittany Daniel,John Witherspoon,Comedy Crime,littleman,5.8,https://m.media-amazon.com/images/M/MV5BMTI0NTA3MjI3NV5BMl5BanBnXkFtZTcwNTI1ODYzMQ@@.jpg
948,948,948,948,Jonathan Mostow,Matthew McConaughey,Thomas Kretschmann,David Keith,Action War,u-571,6.4,https://m.media-amazon.com/images/M/MV5BMDE0YzUwMzMtY2NhZS00OGYxLWFhOWItN2ZlZThjOTA0NDQ4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
949,949,949,949,Rob Reiner,Shawna Waldron,Samantha Mathis,Wendie Malick,Comedy Drama Romance,the american president,6.6,https://m.media-amazon.com/images/M/MV5BNjhkMmU0M2YtZDUwYi00OWE0LWI5NTktODBjNDc1M2ZlMjI4XkEyXkFqcGdeQXVyNDAxNjkxNjQ@.jpg
950,950,950,950,Marco Schnabel,Justin Timberlake,Romany Malco,Verne Troyer,Comedy Romance Sport,the love guru,4.3,https://m.media-amazon.com/images/M/MV5BMTg3OTY1MTQ3MF5BMl5BanBnXkFtZTcwMDIzMTM3MQ@@.jpg
951,951,951,951,Demian Lichtenstein,Jon Lovitz,Bokeem Woodbine,Ice-T,Action Comedy Crime Thriller,3000 miles to graceland,5.7,https://m.media-amazon.com/images/M/MV5BMTExMDA0NDAyOTReQTJeQWpwZ15BbWU2MDM4ODg3OQ@@.jpg
952,952,952,952,Quentin Tarantino,Craig Stark,Jennifer Jason Leigh,Zoýý Bell,Crime Drama Mystery Thriller Western,the hateful eight,7.7,https://m.media-amazon.com/images/M/MV5BMjA1MTc1NTg5NV5BMl5BanBnXkFtZTgwOTM2MDEzNzE@.jpg
953,953,953,953,Josh Gordon,Will Ferrell,Amy Poehler,Jon Heder,Comedy Sport,blades of glory,6.0,https://m.media-amazon.com/images/M/MV5BMTY3MDMyMTYxMl5BMl5BanBnXkFtZTcwMjk0NzI0MQ@@.jpg
954,954,954,954,Tim Hill,Gary Cole,Elizabeth Perkins,Chelsea Handler,Adventure Animation Comedy Family Fantasy,hop,5.7,https://m.media-amazon.com/images/M/MV5BMTY4MDcxNTkzNV5BMl5BanBnXkFtZTcwMTg2MDY2NA@@.jpg
955,955,955,955,Zack Snyder,Gerard Butler,Michael Fassbender,Vincent Regan,Action Drama Fantasy War,300,7.1,"https://m.media-amazon.com/images/M/MV5BNWMxYTZlOTUtZDExMi00YzZmLTkwYTMtZmM2MmRjZmQ3OGY4XkEyXkFqcGdeQXVyMTAwMzUyMzUy._V1_SY150_CR0,0,101,150_.jpg.jpg"
956,956,956,956,Jay Roach,Robert De Niro,Blythe Danner,Teri Polo,Comedy Romance,meet the fockers,6.2,https://m.media-amazon.com/images/M/MV5BMWZjODQxMWMtZmIzYS00YjMwLWFiZTctYmFiZmJiNjljYWVmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
957,957,957,957,David Frankel,Eric Dane,Kathleen Turner,Haley Bennett,Comedy Drama Family,marley & me,7.2,https://m.media-amazon.com/images/M/MV5BYTdiZGY1MTctMjQzYy00ZTc0LThiM2EtY2U2OGIwYjBiNTM2XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
958,958,958,958,Frank Darabont,Tom Hanks,Jeffrey DeMunn,Michael Jeter,Crime Drama Fantasy Mystery,the green mile,8.5,"https://m.media-amazon.com/images/M/MV5BMTUxMzQyNjA5MF5BMl5BanBnXkFtZTYwOTU2NTY3._V1_SY150_CR0,0,101,150_.jpg.jpg"
959,959,959,959,Walt Becker,Jill Hennessy,Tichina Arnold,Drew Sidora,Action Adventure Comedy,wild hogs,5.9,https://m.media-amazon.com/images/M/MV5BZWZlMzQ5NmItNjBmMS00NDgyLThiNDYtZWU2MzA3YjZmOGU5XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
960,960,960,960,Mark Dindal,Catherine O'Hara,Fred Willard,Amy Sedaris,Adventure Animation Comedy Family Sci-Fi,chicken little,5.8,https://m.media-amazon.com/images/M/MV5BMTcwMjMwNTA3MV5BMl5BanBnXkFtZTcwMjk4OTgyMQ@@.jpg
961,961,961,961,David Fincher,Patrick Fugit,Sela Ward,Emily Ratajkowski,Crime Drama Mystery Thriller,gone girl,7.9,https://m.media-amazon.com/images/M/MV5BMTk0MDQ3MzAzOV5BMl5BanBnXkFtZTgwNzU1NzE3MjE@.jpg
962,962,962,962,Doug Liman,Matt Damon,Josh Hamilton,Nicky Naudýý,Action Mystery Thriller,the bourne identity,7.4,https://m.media-amazon.com/images/M/MV5BM2JkNGU0ZGMtZjVjNS00NjgyLWEyOWYtZmRmZGQyN2IxZjA2XkEyXkFqcGdeQXVyNTIzOTk5ODM@.jpg
963,963,963,963,Martin Campbell,Izabella Scorupco,Joe Don Baker,Tchýýky Karyo,Action Adventure Thriller,goldeneye,6.9,https://m.media-amazon.com/images/M/MV5BMzk2OTg4MTk1NF5BMl5BanBnXkFtZTcwNjExNTgzNA@@.jpg
964,964,964,964,Simon West,Daniel von Bargen,Timothy Hutton,Clarence Williams III,Drama Mystery Thriller,the general's daughter,6.3,https://m.media-amazon.com/images/M/MV5BMzY3NDQ2YzctMTY1MC00NzkwLWJmNzctMDgzZWI1OWY5MDhjXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
965,965,965,965,Peter Weir,Natascha McElhone,Noah Emmerich,Peter Krause,Comedy Drama Sci-Fi,the truman show,8.1,https://m.media-amazon.com/images/M/MV5BMDIzODcyY2EtMmY2MC00ZWVlLTgwMzAtMjQwOWUyNmJjNTYyXkEyXkFqcGdeQXVyNDk3NzU2MTQ@.jpg
966,966,966,966,Brenda Chapman,Martin Short,Aria Noelle Curzon,Eden Riegel,Adventure Animation Biography Drama Family Fantasy Musical,the prince of egypt,7.1,https://m.media-amazon.com/images/M/MV5BOWNjMjgyNmMtNWMzZC00YjI4LWI1NmUtMTY0ZTA0ZDQ4Y2EwXkEyXkFqcGdeQXVyNTUyMzE4Mzg@.jpg
967,967,967,967,Steve Carr,Anjelica Huston,Lisa Edelstein,Jeff Garlin,Comedy Family,daddy day care,5.8,https://m.media-amazon.com/images/M/MV5BNTZiYjEzY2UtMzA2OC00NjM1LWFlMjItMzg4MTAwOTU2YzYxXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
968,968,968,968,Baltasar Kormýýkur,Denzel Washington,Patrick Fischler,Fred Ward,Action Comedy Crime Drama Thriller,2 guns,6.5,https://m.media-amazon.com/images/M/MV5BNTQ5MTgzNDg4OF5BMl5BanBnXkFtZTcwMjAyODEzOQ@@.jpg
969,969,969,969,Lawrence Guterman,Carol Ann Susi,Elizabeth Perkins,Miriam Margolyes,Action Comedy Family Fantasy,cats & dogs,6.6,https://m.media-amazon.com/images/M/MV5BY2JmMDJlMmEtYTk4OS00YWQ5LTk2NzMtM2M3NzhkMjI4MGJkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg
970,970,970,970,F. Gary Gray,Jason Statham,Charlize Theron,Jimmy Shubert,Action Crime Thriller,the italian job,6.7,https://m.media-amazon.com/images/M/MV5BNDYyNzYxNjYtNmYzMC00MTE0LWIwMmYtNTAyZDBjYTIxMTRhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@.jpg
971,971,971,971,Marc Lawrence,Dorian Missick,Alicia Witt,Dana Ivey,Comedy Romance,two weeks notice,6.4,https://m.media-amazon.com/images/M/MV5BYTg4N2M2ODItZjVjMy00YTljLTllNjUtYzY4ZTE2MTI2M2RhXkEyXkFqcGdeQXVyNjExODE1MDc@.jpg
972,972,972,972,Eric Darnell,Sylvester Stallone,Woody Allen,Anne Bancroft,Adventure Animation Comedy Family,antz,6.1,https://m.media-amazon.com/images/M/MV5BMzMzMDdlMDktODg4OC00Y2E5LTk1ZjMtNzM2MzIxZGQ0ZGI3XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
973,973,973,973,Peter Billingsley,Jon Favreau,Kristin Davis,Tasha Smith,Comedy,couples retreat,5.5,https://m.media-amazon.com/images/M/MV5BMTQxMjI1Nzc0M15BMl5BanBnXkFtZTcwMTc0Mzg2Mg@@.jpg
974,974,974,974,Tony Scott,Tom Cruise,Robert Duvall,Randy Quaid,Action Drama Sport,days of thunder,6.2,https://m.media-amazon.com/images/M/MV5BNjc5NjQ1ODIzN15BMl5BanBnXkFtZTgwMjkwNTg4NjE@.jpg
975,975,975,975,Adam Shankman,Taylor Lautner,Tom Welling,Alyson Stoner,Adventure Comedy Family,cheaper by the dozen 2,6.1,https://m.media-amazon.com/images/M/MV5BOWFhMjQ5ZDgtZTUwZC00Mjg0LTk1OGYtYTA2ZDMxZmE4ZjYzXkEyXkFqcGdeQXVyNTIzOTk5ODM@.jpg
976,976,976,976,Wes Ball,Ki Hong Lee,Lili Taylor,Rosa Salazar,Action Sci-Fi Thriller,the scorch trials,6.7,https://i.pinimg.com/originals/1e/18/be/1e18beaeb25544bc02463a6e9a8d5f07.jpg
977,977,977,977,Ryan Murphy,James Franco,Julia Roberts,Billy Crudup,Drama Romance,eat pray love,6.2,https://m.media-amazon.com/images/M/MV5BMTY5NDkyNzkyM15BMl5BanBnXkFtZTcwNDQyNDk0Mw@@.jpg
978,978,978,978,Brett Ratner,Nicolas Cage,Don Cheadle,Amber Valletta,Comedy Drama Fantasy Romance,the family man,6.7,https://m.media-amazon.com/images/M/MV5BZjZkY2YxYTgtYmVkOC00NTgwLThjY2YtN2Y1ZWFlZmVhOTQ5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg
979,979,979,979,Robert Schwentke,Bruce Willis,Morgan Freeman,Jaqueline Fleming,Action Comedy Crime Thriller,red,6.5,https://m.media-amazon.com/images/M/MV5BMzg2Mjg1OTk0NF5BMl5BanBnXkFtZTcwMjQ4MTA3Mw@@.jpg
980,980,980,980,Oliver Stone,Al Pacino,Dennis Quaid,LL Cool J,Drama Sport,any given sunday,6.8,https://m.media-amazon.com/images/M/MV5BZDk2YTQxZjUtYzJkYi00MTk4LTk4NDAtZmQ3ZGQwMDQxY2ZjXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
981,981,981,981,Robert Redford,Scarlett Johansson,Kristin Scott Thomas,Jessalyn Gilsig,Drama Romance Western,the horse whisperer,6.9,https://m.media-amazon.com/images/M/MV5BZTA5NzU4YzItMjhjYy00YjNjLTljM2MtZDk3ZDE5OGVjNTBhXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
982,982,982,982,Michael Mann,Tom Cruise,Jada Pinkett Smith,Debi Mazar,Crime Drama Thriller,collateral,7.2,https://m.media-amazon.com/images/M/MV5BMjE3NjM5OTMxMV5BMl5BanBnXkFtZTcwOTIzMTQyMw@@.jpg
983,983,983,983,Chuck Russell,Dwayne Johnson,Roger Rees,Bernard Hill,Action Adventure Fantasy Thriller,the scorpion king,5.5,"https://m.media-amazon.com/images/M/MV5BMjkxNTAwNTQ0M15BMl5BanBnXkFtZTYwMTQwMjM3._V1_SX101_CR0,0,101,150_.jpg.jpg"
984,984,984,984,Jay Russell,Billy Burke,Jay Hernandez,Jacinda Barrett,Action Drama Thriller,ladder 49,6.4,https://m.media-amazon.com/images/M/MV5BMjEyNDQ0NjAzMV5BMl5BanBnXkFtZTcwMjk2OTUyMQ@@.jpg
985,985,985,985,Christopher McQuarrie,Tom Cruise,Robert Duvall,David Oyelowo,Action Crime Mystery Thriller,jack reacher,5.7,https://m.media-amazon.com/images/M/MV5BMTM1NjUxMDI3OV5BMl5BanBnXkFtZTcwNjg1ODM3OA@@.jpg
986,986,986,986,Renny Harlin,LL Cool J,Michael Rapaport,Saffron Burrows,Action Sci-Fi Thriller,deep blue sea,6.2,https://m.media-amazon.com/images/M/MV5BZWM0NjVkOGYtMjk5Mi00NGVmLWE3NDMtMDQ3ZjdjMDcwYzdlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg
987,987,987,987,Kenny Ortega,Misha Gabriel Hamilton,Mekia Cox,Judith Hill,Documentary Music,this is it,7.0,https://m.media-amazon.com/images/M/MV5BMTI3Njc5NjQ4MV5BMl5BanBnXkFtZTcwNTQ4NTI4Mg@@.jpg
988,988,988,988,Steven Soderbergh,Matt Damon,Monique Gabriela Curnen,Griffin Kane,Drama Thriller,contagion,6.6,https://m.media-amazon.com/images/M/MV5BMTY3MDk5MDc3OV5BMl5BanBnXkFtZTcwNzAyNTg0Ng@@.jpg
989,989,989,989,David McNally,Estella Warren,Dyan Cannon,Bill Hunter,Action Adventure Comedy Crime,kangaroo jack,5.1,"https://m.media-amazon.com/images/M/MV5BMTk1Njg5MjAyOV5BMl5BanBnXkFtZTYwNDAxMDg5._V1_SY150_CR0,0,101,150_.jpg.jpg"
